Customer_ID,Gender,Age,Location,Product_Category,Purchase_Amount,Purchase_Date,Rating,Discount_Applied,Payment_Method,Is_Returned,Browsing_Time_Minutes,Items_Purchased,Price_per_Item,Estimated_Original_Price,Estimated_Discount,Customer_segement,Year,Month,Month_Year,Discount_Range
4380,Female,63,New York,Books,4522.28,2023-01-22,4.0,True,Crypto,0,47.8,5,904.4559999999999,24913.25,20390.97,High Spender,2023,1,2023-01,
1769,Female,44,Berlin,Books,4087.95,2023-01-23,2.0,True,Cash,1,40.0,2,2043.975,9965.3,5877.349999999999,High Spender,2023,1,2023-01,
3391,Male,46,London,Books,3786.46,2023-01-24,1.0,True,Credit Card,1,7.4,5,757.292,24913.25,21126.79,Medium Spender,2023,1,2023-01,
2515,Male,64,Mumbai,Home Decor,282.75,2023-01-25,3.0,True,Cash,0,29.8,9,31.416666666666668,65418.738750000004,65135.988750000004,Low Spender,2023,1,2023-01,
4485,Male,45,Berlin,Books,39.36,2023-01-26,2.0,False,Debit Card,0,42.2,9,4.373333333333333,44843.85,44804.49,Low Spender,2023,1,2023-01,
3853,Male,52,Berlin,Electronics,1066.17,2023-01-27,1.0,True,Cash,0,32.3,2,533.085,14537.497500000001,13471.327500000001,Low Spender,2023,1,2023-01,
3433,Male,25,New York,Fitness,3319.3,2023-01-28,2.0,True,PayPal,0,24.1,7,474.1857142857143,28112.28,24792.98,Medium Spender,2023,1,2023-01,
2215,Male,33,Mumbai,Fitness,2058.93,2023-01-29,1.0,True,Debit Card,0,37.7,4,514.7325,16064.16,14005.23,High Spender,2023,1,2023-01,
1955,Female,59,London,Clothing,2015.02,2023-01-30,3.0,True,Credit Card,0,58.1,3,671.6733333333333,21806.246250000004,19791.226250000003,Medium Spender,2023,1,2023-01,
3324,Female,53,Berlin,Clothing,4423.51,2023-01-31,4.0,True,Debit Card,0,6.6,1,4423.51,7268.748750000001,2845.2387500000004,High Spender,2023,1,2023-01,
2184,Male,47,Berlin,Fitness,4478.34,2023-02-01,3.0,True,PayPal,0,24.0,3,1492.78,12048.119999999999,7569.779999999999,High Spender,2023,2,2023-02,
1459,Male,35,New York,Electronics,4546.33,2023-02-02,3.0,True,Credit Card,0,25.0,9,505.1477777777778,65418.738750000004,60872.40875,High Spender,2023,2,2023-02,
4385,Male,19,Tokyo,Home Decor,1572.82,2023-02-03,4.0,False,Crypto,0,35.0,9,174.75777777777776,65418.738750000004,63845.918750000004,Medium Spender,2023,2,2023-02,
1021,Female,66,London,Home Decor,3456.82,2023-02-04,3.0,True,PayPal,0,10.0,7,493.8314285714286,50881.24125000001,47424.42125000001,Medium Spender,2023,2,2023-02,
3300,Male,30,Mumbai,Electronics,1361.81,2023-02-05,4.0,True,Credit Card,0,11.4,3,453.93666666666667,21806.246250000004,20444.436250000002,High Spender,2023,2,2023-02,
1747,Female,21,Berlin,Home Decor,957.1,2023-02-06,4.0,True,Cash,0,17.8,3,319.03333333333336,21806.246250000004,20849.146250000005,Low Spender,2023,2,2023-02,
3904,Male,43,Berlin,Books,927.24,2023-02-07,1.0,True,Debit Card,0,57.4,4,231.81,19930.6,19003.359999999997,Low Spender,2023,2,2023-02,
4632,Female,42,London,Fitness,1713.83,2023-02-08,4.0,True,Credit Card,0,44.3,7,244.83285714285714,28112.28,26398.449999999997,Medium Spender,2023,2,2023-02,
1474,Other,47,Tokyo,Fitness,2152.64,2023-02-09,3.0,True,Debit Card,0,40.0,7,307.52,28112.28,25959.64,Medium Spender,2023,2,2023-02,
2082,Male,28,Berlin,Electronics,7268.748750000001,2023-02-10,3.0,True,Cash,0,49.2,2,3634.3743750000003,14537.497500000001,7268.748750000001,High Spender,2023,2,2023-02,
3558,Female,24,London,Home Decor,603.86,2023-02-11,3.0,True,Credit Card,0,8.5,5,120.772,36343.74375,35739.88375,Low Spender,2023,2,2023-02,
4753,Female,48,New York,Clothing,3675.95,2023-02-12,3.0,True,Crypto,0,51.7,7,525.1357142857142,50881.24125000001,47205.29125000001,Medium Spender,2023,2,2023-02,
3047,Female,61,Tokyo,Clothing,2659.62,2023-02-13,4.0,True,PayPal,0,36.1,7,379.94571428571425,50881.24125000001,48221.621250000004,Medium Spender,2023,2,2023-02,
4547,Male,27,Mumbai,Home Decor,1443.29,2023-02-14,2.0,False,Credit Card,1,20.8,6,240.54833333333332,43612.49250000001,42169.20250000001,Low Spender,2023,2,2023-02,
3747,Female,56,Berlin,Clothing,2466.63,2023-02-15,3.0,True,Cash,0,49.1,8,308.32875,58149.990000000005,55683.36000000001,Medium Spender,2023,2,2023-02,
1975,Female,30,London,Electronics,1503.21,2023-02-16,3.0,True,Credit Card,0,48.4,3,501.07,21806.246250000004,20303.036250000005,Low Spender,2023,2,2023-02,
2806,Female,48,New York,Electronics,7268.748750000001,2023-02-17,4.0,True,Debit Card,1,50.9,1,7268.748750000001,7268.748750000001,0.0,High Spender,2023,2,2023-02,0-10%
1189,Female,24,Mumbai,Home Decor,2172.05,2023-02-18,1.0,False,Credit Card,0,7.8,3,724.0166666666668,21806.246250000004,19634.196250000005,High Spender,2023,2,2023-02,
4005,Female,66,London,Clothing,826.21,2023-02-19,4.0,True,Crypto,0,58.2,2,413.105,14537.497500000001,13711.287500000002,Medium Spender,2023,2,2023-02,
3734,Other,59,London,Electronics,587.33,2023-02-20,3.0,True,Credit Card,0,57.6,2,293.665,14537.497500000001,13950.167500000001,Low Spender,2023,2,2023-02,
4005,Female,59,Mumbai,Electronics,2735.74,2023-02-21,1.0,True,PayPal,0,22.1,2,1367.87,14537.497500000001,11801.757500000002,Medium Spender,2023,2,2023-02,
1562,Female,53,New York,Books,4512.55,2023-02-22,3.0,True,Credit Card,0,4.9,5,902.51,24913.25,20400.7,High Spender,2023,2,2023-02,
2899,Female,37,New York,Books,2541.25,2023-02-23,2.0,True,Debit Card,0,10.9,1,2541.25,4982.65,2441.3999999999996,Medium Spender,2023,2,2023-02,
4638,Male,21,Tokyo,Electronics,3666.34,2023-02-24,4.0,True,Credit Card,0,59.6,4,916.585,29074.995000000003,25408.655000000002,Medium Spender,2023,2,2023-02,
2267,Female,24,Berlin,Home Decor,3295.01,2023-02-25,3.0,False,Crypto,0,34.2,5,659.0020000000001,36343.74375,33048.73375,Medium Spender,2023,2,2023-02,
3879,Female,18,Mumbai,Fitness,4658.12,2023-02-26,4.0,True,Cash,0,22.0,2,2329.06,8032.08,3373.96,High Spender,2023,2,2023-02,
2528,Male,61,Mumbai,Fitness,4105.8,2023-02-27,1.0,True,Credit Card,0,18.0,5,821.1600000000001,20080.2,15974.400000000001,High Spender,2023,2,2023-02,
4202,Female,62,Mumbai,Electronics,2835.19,2023-02-28,3.0,False,Credit Card,0,16.2,4,708.7975,29074.995000000003,26239.805000000004,Medium Spender,2023,2,2023-02,
4556,Male,59,New York,Electronics,3286.87,2023-03-01,2.0,True,PayPal,0,40.2,8,410.85875,58149.990000000005,54863.12,Medium Spender,2023,3,2023-03,
4890,Female,64,Berlin,Electronics,4492.44,2023-03-02,2.0,True,Crypto,0,25.7,1,4492.44,7268.748750000001,2776.308750000001,High Spender,2023,3,2023-03,
1646,Female,30,Tokyo,Home Decor,2000.6,2023-03-03,1.0,True,Cash,0,58.0,5,400.12,36343.74375,34343.14375,Medium Spender,2023,3,2023-03,
3068,Female,39,London,Books,1637.34,2023-03-04,2.0,True,Debit Card,0,41.3,1,1637.34,4982.65,3345.3099999999995,Medium Spender,2023,3,2023-03,
3888,Male,38,London,Electronics,59.0,2023-03-05,3.0,True,Credit Card,0,47.7,4,14.75,29074.995000000003,29015.995000000003,Low Spender,2023,3,2023-03,
3214,Female,39,Mumbai,Electronics,4133.62,2023-03-06,2.0,False,Cash,0,18.3,8,516.7025,58149.990000000005,54016.37,High Spender,2023,3,2023-03,
2297,Female,45,Berlin,Clothing,4005.9,2023-03-07,3.0,False,Debit Card,0,5.7,1,4005.9,7268.748750000001,3262.8487500000006,Medium Spender,2023,3,2023-03,
3435,Male,26,New York,Home Decor,526.75,2023-03-08,3.0,True,Crypto,0,29.8,2,263.375,14537.497500000001,14010.747500000001,Low Spender,2023,3,2023-03,
1600,Male,43,Berlin,Electronics,2886.4,2023-03-09,4.0,True,Crypto,0,19.6,1,2886.4,7268.748750000001,4382.348750000001,Medium Spender,2023,3,2023-03,
3363,Female,26,Berlin,Clothing,2322.59,2023-03-10,5.0,True,Cash,0,12.9,7,331.79857142857145,50881.24125000001,48558.65125000001,Medium Spender,2023,3,2023-03,
3061,Male,32,New York,Fitness,597.95,2023-03-11,3.0,True,Debit Card,0,57.2,2,298.975,8032.08,7434.13,Low Spender,2023,3,2023-03,
1241,Male,27,Mumbai,Electronics,4902.94,2023-03-12,3.0,True,Crypto,1,27.2,1,4902.94,7268.748750000001,2365.808750000001,High Spender,2023,3,2023-03,
3041,Female,41,Berlin,Electronics,1077.41,2023-03-13,2.0,True,Cash,0,11.3,6,179.56833333333336,43612.49250000001,42535.082500000004,Low Spender,2023,3,2023-03,
3824,Male,59,London,Clothing,340.83,2023-03-14,3.0,True,Crypto,0,12.7,6,56.805,43612.49250000001,43271.662500000006,Low Spender,2023,3,2023-03,
4417,Female,25,New York,Home Decor,2976.26,2023-03-15,1.0,True,Crypto,0,17.6,2,1488.13,14537.497500000001,11561.237500000001,Medium Spender,2023,3,2023-03,
3612,Male,41,Tokyo,Electronics,3695.64,2023-03-16,2.0,True,Crypto,0,60.0,1,3695.64,7268.748750000001,3573.108750000001,Medium Spender,2023,3,2023-03,
3945,Female,33,Mumbai,Fitness,167.06,2023-03-17,2.0,True,PayPal,0,16.8,3,55.68666666666667,12048.119999999999,11881.06,Low Spender,2023,3,2023-03,
2363,Male,66,New York,Electronics,3295.29,2023-03-18,3.0,True,Debit Card,1,20.4,5,659.058,36343.74375,33048.45375,Medium Spender,2023,3,2023-03,
3139,Female,43,Tokyo,Fitness,2663.8,2023-03-19,2.0,False,Cash,0,39.9,6,443.9666666666667,24096.239999999998,21432.44,Medium Spender,2023,3,2023-03,
2390,Male,44,Tokyo,Books,520.81,2023-03-20,4.0,True,Cash,0,18.3,3,173.60333333333332,14947.949999999999,14427.14,Medium Spender,2023,3,2023-03,
4003,Female,54,Berlin,Books,866.76,2023-03-21,2.0,True,Debit Card,0,13.7,9,96.30666666666667,44843.85,43977.09,Low Spender,2023,3,2023-03,
2478,Male,21,Berlin,Fitness,2842.03,2023-03-22,4.0,False,Debit Card,0,10.4,5,568.4060000000001,20080.2,17238.170000000002,Medium Spender,2023,3,2023-03,
4499,Female,67,Berlin,Home Decor,1485.31,2023-03-23,2.0,True,Debit Card,0,19.4,2,742.655,14537.497500000001,13052.187500000002,Low Spender,2023,3,2023-03,
3556,Female,41,New York,Electronics,4691.89,2023-03-24,1.0,False,Debit Card,0,7.2,6,781.9816666666667,43612.49250000001,38920.60250000001,High Spender,2023,3,2023-03,
1775,Other,36,New York,Electronics,4094.61,2023-03-25,5.0,True,Credit Card,0,2.1,8,511.82625,58149.990000000005,54055.380000000005,High Spender,2023,3,2023-03,
1034,Female,53,Mumbai,Books,4917.92,2023-03-26,2.0,True,Cash,0,48.5,6,819.6533333333333,29895.899999999998,24977.979999999996,High Spender,2023,3,2023-03,
3253,Male,56,Berlin,Fitness,1302.06,2023-03-27,4.0,True,Credit Card,0,9.1,4,325.515,16064.16,14762.1,Low Spender,2023,3,2023-03,
4152,Female,27,Tokyo,Electronics,4848.77,2023-03-28,3.0,False,Crypto,0,46.8,6,808.1283333333334,43612.49250000001,38763.7225,High Spender,2023,3,2023-03,
2955,Male,42,London,Electronics,7268.748750000001,2023-03-29,1.0,True,Crypto,0,48.1,8,908.5935937500001,58149.990000000005,50881.24125000001,High Spender,2023,3,2023-03,
2585,Male,35,Mumbai,Home Decor,1740.86,2023-03-30,3.0,True,Cash,0,32.7,8,217.6075,58149.990000000005,56409.130000000005,Medium Spender,2023,3,2023-03,
4943,Male,36,New York,Clothing,256.5,2023-03-31,2.0,True,Crypto,0,19.3,2,128.25,14537.497500000001,14280.997500000001,Low Spender,2023,3,2023-03,
4459,Female,53,Mumbai,Books,268.56,2023-04-01,4.0,True,Debit Card,1,9.6,8,33.57,39861.2,39592.64,Low Spender,2023,4,2023-04,
4073,Female,27,Mumbai,Books,3461.6,2023-04-02,2.0,False,Credit Card,0,44.5,6,576.9333333333333,29895.899999999998,26434.3,Medium Spender,2023,4,2023-04,
2021,Male,50,Mumbai,Clothing,2292.36,2023-04-03,4.0,True,Debit Card,0,36.5,2,1146.18,14537.497500000001,12245.1375,Medium Spender,2023,4,2023-04,
4461,Female,67,Mumbai,Electronics,1136.48,2023-04-04,1.0,True,Crypto,1,39.7,1,1136.48,7268.748750000001,6132.268750000001,Low Spender,2023,4,2023-04,
3613,Male,22,London,Home Decor,3071.78,2023-04-05,3.0,True,Credit Card,0,1.5,6,511.96333333333337,43612.49250000001,40540.71250000001,High Spender,2023,4,2023-04,
2129,Male,64,Berlin,Home Decor,1268.03,2023-04-06,4.0,False,Debit Card,0,55.7,7,181.14714285714285,50881.24125000001,49613.21125000001,High Spender,2023,4,2023-04,
4843,Male,66,Tokyo,Books,2890.27,2023-04-07,5.0,False,Cash,0,4.9,5,578.054,24913.25,22022.98,Medium Spender,2023,4,2023-04,
4893,Male,52,Mumbai,Home Decor,1799.25,2023-04-08,5.0,False,Debit Card,0,22.6,8,224.90625,58149.990000000005,56350.740000000005,Medium Spender,2023,4,2023-04,
2500,Female,61,Mumbai,Clothing,4118.64,2023-04-09,4.0,True,Crypto,0,24.8,9,457.6266666666667,65418.738750000004,61300.098750000005,High Spender,2023,4,2023-04,
1702,Female,51,Mumbai,Electronics,4104.38,2023-04-10,4.0,True,Credit Card,0,1.1,4,1026.095,29074.995000000003,24970.615,High Spender,2023,4,2023-04,
3449,Female,50,Berlin,Clothing,2389.37,2023-04-11,2.0,True,Cash,0,30.3,7,341.3385714285714,50881.24125000001,48491.871250000004,Medium Spender,2023,4,2023-04,
3777,Male,38,New York,Fitness,1757.34,2023-04-12,2.0,True,Credit Card,0,45.4,8,219.6675,32128.32,30370.98,Medium Spender,2023,4,2023-04,
2579,Male,34,New York,Books,1815.99,2023-04-13,2.0,True,Cash,0,49.6,6,302.665,29895.899999999998,28079.909999999996,Medium Spender,2023,4,2023-04,
1161,Male,39,London,Home Decor,4029.54,2023-04-14,3.0,True,Credit Card,1,52.9,2,2014.77,14537.497500000001,10507.9575,Medium Spender,2023,4,2023-04,
1201,Female,65,New York,Fitness,1644.26,2023-04-15,3.0,True,Crypto,0,29.8,7,234.8942857142857,28112.28,26468.02,Medium Spender,2023,4,2023-04,
2981,Male,54,Mumbai,Home Decor,1049.25,2023-04-16,3.0,False,Cash,0,38.2,9,116.58333333333333,65418.738750000004,64369.488750000004,High Spender,2023,4,2023-04,
1995,Female,32,Mumbai,Electronics,428.02,2023-04-17,2.0,True,PayPal,0,5.7,5,85.604,36343.74375,35915.723750000005,Low Spender,2023,4,2023-04,
3317,Other,52,Mumbai,Electronics,2336.13,2023-04-18,4.0,True,Credit Card,0,29.8,2,1168.065,14537.497500000001,12201.3675,Medium Spender,2023,4,2023-04,
4934,Female,45,London,Electronics,2413.25,2023-04-19,2.0,False,Credit Card,0,10.1,4,603.3125,29074.995000000003,26661.745000000003,Medium Spender,2023,4,2023-04,
1815,Female,24,Mumbai,Home Decor,4205.34,2023-04-20,3.0,True,Debit Card,0,22.8,3,1401.78,21806.246250000004,17600.906250000004,High Spender,2023,4,2023-04,
4342,Male,49,New York,Fitness,1110.09,2023-04-21,3.0,True,Cash,0,20.4,4,277.5225,16064.16,14954.07,Low Spender,2023,4,2023-04,
1455,Female,28,Berlin,Electronics,1908.05,2023-04-22,4.0,True,PayPal,0,26.0,7,272.5785714285714,50881.24125000001,48973.19125,High Spender,2023,4,2023-04,
4533,Female,27,Berlin,Fitness,4042.99,2023-04-23,4.0,True,Crypto,0,34.7,8,505.37375,32128.32,28085.33,Medium Spender,2023,4,2023-04,
4798,Female,26,Tokyo,Home Decor,4119.0,2023-04-24,4.0,True,Debit Card,0,54.3,1,4119.0,7268.748750000001,3149.7487500000007,High Spender,2023,4,2023-04,
2275,Male,31,New York,Fitness,1926.13,2023-04-25,2.0,True,PayPal,0,24.3,8,240.76625,32128.32,30202.19,Medium Spender,2023,4,2023-04,
2016,Male,30,Mumbai,Home Decor,2298.32,2023-04-26,3.0,True,Cash,0,58.9,5,459.66400000000004,36343.74375,34045.42375,Medium Spender,2023,4,2023-04,
4773,Male,42,Berlin,Home Decor,1519.91,2023-04-27,1.0,True,PayPal,0,45.8,7,217.13000000000002,50881.24125000001,49361.33125,Low Spender,2023,4,2023-04,
3343,Female,19,New York,Books,4663.11,2023-04-28,3.0,True,Credit Card,1,31.2,1,4663.11,4982.65,319.53999999999996,High Spender,2023,4,2023-04,
4796,Female,52,Berlin,Home Decor,597.63,2023-04-29,3.0,True,Credit Card,1,39.0,2,298.815,14537.497500000001,13939.867500000002,Low Spender,2023,4,2023-04,
3767,Female,24,Mumbai,Home Decor,4669.08,2023-04-30,1.0,True,Debit Card,0,7.0,1,4669.08,7268.748750000001,2599.6687500000007,High Spender,2023,4,2023-04,
4820,Male,38,Berlin,Clothing,2541.25,2023-05-01,2.0,True,Cash,0,50.8,5,508.25,36343.74375,33802.49375,Medium Spender,2023,5,2023-05,
1337,Female,35,Tokyo,Electronics,2660.2,2023-05-02,3.0,True,Cash,0,35.4,6,443.3666666666666,43612.49250000001,40952.29250000001,High Spender,2023,5,2023-05,
1878,Male,20,Tokyo,Books,168.13,2023-05-03,3.0,False,PayPal,0,59.2,9,18.68111111111111,44843.85,44675.72,Low Spender,2023,5,2023-05,
2076,Male,59,Berlin,Books,2380.6,2023-05-04,3.0,False,Debit Card,0,38.5,8,297.575,39861.2,37480.6,Medium Spender,2023,5,2023-05,
1791,Male,56,New York,Books,2541.25,2023-05-05,1.0,False,Cash,0,50.2,7,363.0357142857143,34878.549999999996,32337.299999999996,Medium Spender,2023,5,2023-05,
4993,Female,58,New York,Clothing,810.29,2023-05-06,2.0,True,Credit Card,0,48.2,5,162.058,36343.74375,35533.45375,High Spender,2023,5,2023-05,
3264,Male,66,New York,Home Decor,3283.77,2023-05-07,3.0,True,PayPal,0,21.4,3,1094.59,21806.246250000004,18522.476250000003,High Spender,2023,5,2023-05,
1763,Female,28,Berlin,Electronics,4855.9,2023-05-08,5.0,True,Crypto,0,16.3,9,539.5444444444444,65418.738750000004,60562.83875,High Spender,2023,5,2023-05,
3235,Female,56,New York,Fitness,2813.13,2023-05-09,2.0,True,Credit Card,0,26.4,5,562.626,20080.2,17267.07,Medium Spender,2023,5,2023-05,
1379,Male,41,Mumbai,Home Decor,3575.19,2023-05-10,4.0,True,Debit Card,0,28.6,3,1191.73,21806.246250000004,18231.056250000005,Medium Spender,2023,5,2023-05,
1492,Female,63,Tokyo,Clothing,346.91,2023-05-11,2.0,True,Cash,0,15.2,3,115.63666666666667,21806.246250000004,21459.336250000004,Low Spender,2023,5,2023-05,
4112,Male,36,Mumbai,Home Decor,2091.25,2023-05-12,3.0,False,Credit Card,0,53.8,3,697.0833333333334,21806.246250000004,19714.996250000004,Medium Spender,2023,5,2023-05,
2180,Male,21,New York,Home Decor,586.21,2023-05-13,3.0,True,Crypto,0,33.0,6,97.70166666666667,43612.49250000001,43026.28250000001,Low Spender,2023,5,2023-05,
3062,Male,43,Mumbai,Clothing,3065.92,2023-05-14,4.0,True,Crypto,0,58.7,1,3065.92,7268.748750000001,4202.828750000001,Medium Spender,2023,5,2023-05,
4884,Male,55,New York,Books,4692.72,2023-05-15,3.0,True,Debit Card,0,48.8,4,1173.18,19930.6,15237.879999999997,High Spender,2023,5,2023-05,
1064,Female,59,Berlin,Books,3310.58,2023-05-16,4.0,True,Credit Card,1,33.8,8,413.8225,39861.2,36550.619999999995,Medium Spender,2023,5,2023-05,
4928,Male,49,Mumbai,Electronics,388.63,2023-05-17,2.0,True,PayPal,0,56.9,3,129.54333333333332,21806.246250000004,21417.616250000003,Low Spender,2023,5,2023-05,
4910,Female,56,Berlin,Electronics,1776.56,2023-05-18,2.0,False,Credit Card,0,30.8,5,355.312,36343.74375,34567.183750000004,High Spender,2023,5,2023-05,
3568,Female,62,Berlin,Books,2755.56,2023-05-19,5.0,False,Crypto,0,53.3,2,1377.78,9965.3,7209.74,Medium Spender,2023,5,2023-05,
2367,Female,63,London,Fitness,2019.02,2023-05-20,5.0,False,Debit Card,0,22.1,2,1009.51,8032.08,6013.0599999999995,Medium Spender,2023,5,2023-05,
2152,Female,53,New York,Home Decor,7268.748750000001,2023-05-21,4.0,True,Debit Card,1,23.3,7,1038.3926785714286,50881.24125000001,43612.49250000001,High Spender,2023,5,2023-05,
3027,Female,57,Tokyo,Fitness,4074.28,2023-05-22,4.0,True,PayPal,0,25.7,3,1358.0933333333335,12048.119999999999,7973.839999999998,High Spender,2023,5,2023-05,
3695,Male,54,New York,Home Decor,3061.1,2023-05-23,4.0,True,Debit Card,0,33.3,5,612.22,36343.74375,33282.64375,Medium Spender,2023,5,2023-05,
2495,Male,50,Tokyo,Books,1870.42,2023-05-24,1.0,False,Debit Card,0,33.7,3,623.4733333333334,14947.949999999999,13077.529999999999,High Spender,2023,5,2023-05,
4134,Female,53,New York,Electronics,1280.41,2023-05-25,3.0,True,Debit Card,0,30.3,6,213.40166666666667,43612.49250000001,42332.082500000004,Low Spender,2023,5,2023-05,
2162,Female,20,Berlin,Electronics,533.84,2023-05-26,3.0,True,Debit Card,0,19.1,3,177.9466666666667,21806.246250000004,21272.406250000004,Low Spender,2023,5,2023-05,
2522,Male,26,Mumbai,Fitness,1777.71,2023-05-27,4.0,True,Debit Card,0,55.7,8,222.21375,32128.32,30350.61,Medium Spender,2023,5,2023-05,
3640,Female,25,Mumbai,Electronics,2068.8,2023-05-28,3.0,True,Crypto,0,35.7,2,1034.4,14537.497500000001,12468.697500000002,Medium Spender,2023,5,2023-05,
1391,Male,50,London,Books,3380.74,2023-05-29,2.0,True,Credit Card,0,25.1,3,1126.9133333333332,14947.949999999999,11567.21,Medium Spender,2023,5,2023-05,
2698,Female,23,Tokyo,Fitness,3292.51,2023-05-30,3.0,True,Cash,0,39.4,8,411.56375,32128.32,28835.809999999998,Medium Spender,2023,5,2023-05,
1418,Male,58,Tokyo,Home Decor,355.19,2023-05-31,4.0,True,Debit Card,0,46.3,8,44.39875,58149.990000000005,57794.8,Low Spender,2023,5,2023-05,
3336,Male,56,Tokyo,Electronics,1979.32,2023-06-01,3.0,True,Cash,0,57.7,1,1979.32,7268.748750000001,5289.428750000001,Medium Spender,2023,6,2023-06,
1378,Male,21,Berlin,Clothing,912.99,2023-06-02,2.0,True,Cash,0,30.5,8,114.12375,58149.990000000005,57237.00000000001,Low Spender,2023,6,2023-06,
2796,Female,30,Tokyo,Electronics,788.28,2023-06-03,2.0,True,Crypto,0,7.6,2,394.14,14537.497500000001,13749.2175,Low Spender,2023,6,2023-06,
4561,Female,66,Mumbai,Home Decor,4137.37,2023-06-04,2.0,True,Debit Card,0,27.0,7,591.0528571428571,50881.24125000001,46743.871250000004,High Spender,2023,6,2023-06,
3278,Male,19,Berlin,Fitness,214.37,2023-06-05,2.0,True,Cash,0,29.3,6,35.72833333333333,24096.239999999998,23881.87,Medium Spender,2023,6,2023-06,
4065,Female,22,New York,Home Decor,2098.82,2023-06-06,4.0,True,Debit Card,0,53.9,2,1049.41,14537.497500000001,12438.677500000002,Medium Spender,2023,6,2023-06,
3088,Male,61,Tokyo,Clothing,845.18,2023-06-07,4.0,True,PayPal,0,24.3,5,169.036,36343.74375,35498.56375,Low Spender,2023,6,2023-06,
4099,Female,44,Tokyo,Books,4397.25,2023-06-08,4.0,True,PayPal,0,57.2,7,628.1785714285714,34878.549999999996,30481.299999999996,High Spender,2023,6,2023-06,
